DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
381,27.939,1110,-1.57019,0,9e+10,0,0,2.00196,2.00196
382,28.9368,1111,-1.57019,0,9e+10,0,0,2.00196,2.00196
383,29.9346,1112,-1.57019,0,9e+10,0,0,2.00196,2.00196
384,30.9325,1113,-1.57019,0,9e+10,0,0,2.00196,2.00196
385,31.9303,1114,-1.57019,0,9e+10,0,0,2.00196,2.00196
386,32.9281,1115,-1.57019,0,9e+10,0,0,2.00196,2.00196
387,33.9259,1116,-1.57019,0,9e+10,0,0,2.00196,2.00196
388,34.9237,1117,-1.57019,0,9e+10,0,0,2.00196,2.00196
389,35.9216,1118,-1.57019,0,9e+10,0,0,2.00196,2.00196
390,36.9194,1119,-1.57019,0,9e+10,0,0,2.00196,2.00196
391,37.9172,1120,-1.57019,0,9e+10,0,0,2.00196,2.00196
392,38.915,1121,-1.57019,0,9e+10,0,0,2.00196,2.00196
393,39.9128,1122,-1.57019,0,9e+10,0,0,2.00196,2.00196
394,40.9107,1123,-1.57019,0,9e+10,0,0,2.00196,2.00196
395,41.9085,1124,-1.57019,0,9e+10,0,0,2.00196,2.00196
396,42.9063,1125,-1.57019,0,9e+10,0,0,2.00196,2.00196
397,43.9041,1126,-1.57019,0,9e+10,0,0,2.00196,2.00196
398,44.902,1127,-1.57019,0,9e+10,0,0,2.00196,2.00196
399,45.8998,1128,-1.57019,0,9e+10,0,0,2.00196,2.00196
400,46.8976,1129,-1.57019,0,9e+10,0,0,2.00196,2.00196
401,47.8954,1130,-1.57019,0,9e+10,0,0,2.00196,2.00196
402,48.8932,1131,-1.57019,0,9e+10,0,0,2.00196,2.00196
403,49.8911,1132,-1.57019,0,9e+10,0,0,2.00196,2.00196
404,50.8889,1133,-1.57019,0,9e+10,0,0,2.00196,2.00196
405,51.8867,1134,-1.57019,0,9e+10,0,0,2.00196,2.00196
406,52.8845,1135,-1.57019,0,9e+10,0,0,2.00196,2.00196
407,53.8823,1136,-1.57019,0,9e+10,0,0,2.00196,2.00196
408,54.8802,1137,-1.57019,0,9e+10,0,0,2.00196,2.00196
409,55.878,1138,-1.57019,0,9e+10,0,0,2.00196,2.00196
410,56.8758,1139,-1.57019,0,9e+10,0,0,2.00196,2.00196
411,57.8736,1140,-1.57019,0,9e+10,0,0,2.00196,2.00196
412,58.8715,1141,-1.57019,0,9e+10,0,0,2.00196,2.00196
413,59.8693,1142,-1.57019,0,9e+10,0,0,2.00196,2.00196
414,60.8671,1143,-1.57019,0,9e+10,0,0,2.00196,2.00196
415,61.8649,1144,-1.57019,0,9e+10,0,0,2.00196,2.00196
416,62.8627,1145,-1.57019,0,9e+10,0,0,2.00196,2.00196
417,63.8606,1146,-1.57019,0,9e+10,0,0,2.00196,2.00196
418,64.8584,1147,-1.57019,0,9e+10,0,0,2.00196,2.00196
419,65.8562,1148,-1.57019,0,9e+10,0,0,2.00196,2.00196
420,66.854,1149,-1.57019,0,9e+10,0,0,2.00196,2.00196
421,67.8518,1150,-1.57019,0,9e+10,0,0,2.00196,2.00196
422,68.8497,1151,-1.57019,0,9e+10,0,0,2.00196,2.00196
423,69.8475,1152,-1.57019,0,9e+10,0,0,2.00196,2.00196
424,70.8453,1153,-1.57019,0,9e+10,0,0,2.00196,2.00196
425,71.8431,1154,-1.57019,0,9e+10,0,0,2.00196,2.00196
426,72.841,1155,-1.57019,0,9e+10,0,0,2.00196,2.00196
427,0,1350,3.14136,0,9e+10,0,0,2.00196,2.00196
428,0.982545,1351,-0.000228142,0,9e+10,0,0,2.00196,2.00196
429,1.96509,1352,-0.00022815,0,9e+10,0,0,2.00196,2.00196
430,2.94763,1353,3.07383e-05,0,9e+10,0,0,2.00196,2.00196
431,3.93018,1354,0.000485162,0,9e+10,0,0,2.00196,2.00196
432,4.91272,1355,0.000681284,0,9e+10,0,0,2.00196,2.00196
433,5.89527,1356,0.000681872,0,9e+10,0,0,2.00196,2.00196
434,6.87781,1357,0.000681864,0,9e+10,0,0,2.00196,2.00196
435,7.86036,1358,0.000681856,0,9e+10,0,0,2.00196,2.00196
436,8.8429,1359,0.000681848,0,9e+10,0,0,2.00196,2.00196
437,9.82545,1360,0.000681839,0,9e+10,0,0,2.00196,2.00196
438,10.808,1361,0.000681831,0,9e+10,0,0,2.00196,2.00196
439,11.7905,1362,0.000681823,0,9e+10,0,0,2.00196,2.00196
440,12.7731,1363,0.000681815,0,9e+10,0,0,2.00196,2.00196
441,13.7556,1364,0.000681807,0,9e+10,0,0,2.00196,2.00196
442,14.7382,1365,0.000681799,0,9e+10,0,0,2.00196,2.00196
443,15.7207,1366,0.000681791,0,9e+10,0,0,2.00196,2.00196
444,16.7033,1367,0.000681783,0,9e+10,0,0,2.00196,2.00196
445,17.6858,1368,0.000681774,0,9e+10,0,0,2.00196,2.00196
446,18.6684,1369,0.000681766,0,9e+10,0,0,2.00196,2.00196
447,19.6509,1370,0.000681758,0,9e+10,0,0,2.00196,2.00196
448,20.6334,1371,0.00068175,0,9e+10,0,0,2.00196,2.00196
449,21.616,1372,0.000681742,0,9e+10,0,0,2.00196,2.00196
450,22.5985,1373,0.000681734,0,9e+10,0,0,2.00196,2.00196
451,23.5811,1374,0.000681726,0,9e+10,0,0,2.00196,2.00196
452,24.5636,1375,0.000681718,0,9e+10,0,0,2.00196,2.00196
453,25.5462,1376,0.000681709,0,9e+10,0,0,2.00196,2.00196
454,26.5287,1377,0.000681701,0,9e+10,0,0,2.00196,2.00196
455,27.5113,1378,0.000681693,0,9e+10,0,0,2.00196,2.00196
456,28.4938,1379,0.000681685,0,9e+10,0,0,2.00196,2.00196
457,29.4763,1380,0.000681677,0,9e+10,0,0,2.00196,2.00196
458,30.4589,1381,0.000681669,0,9e+10,0,0,2.00196,2.00196
459,31.4414,1382,0.000681661,0,9e+10,0,0,2.00196,2.00196
460,32.424,1383,0.000681653,0,9e+10,0,0,2.00196,2.00196
461,33.4065,1384,0.000681645,0,9e+10,0,0,2.00196,2.00196
462,34.3891,1385,0.000681636,0,9e+10,0,0,2.00196,2.00196
463,35.3716,1386,0.000681628,0,9e+10,0,0,2.00196,2.00196
464,36.3542,1387,0.00068162,0,9e+10,0,0,2.00196,2.00196
465,37.3367,1388,0.000681612,0,9e+10,0,0,2.00196,2.00196
466,38.3192,1389,0.000681604,0,9e+10,0,0,2.00196,2.00196
467,39.3018,1390,0.000681596,0,9e+10,0,0,2.00196,2.00196
468,40.2843,1391,0.000681588,0,9e+10,0,0,2.00196,2.00196
469,41.2669,1392,0.00068158,0,9e+10,0,0,2.00196,2.00196
470,42.2494,1393,0.000681571,0,9e+10,0,0,2.00196,2.00196
471,43.232,1394,0.000681563,0,9e+10,0,0,2.00196,2.00196
472,44.2145,1395,0.000681555,0,9e+10,0,0,2.00196,2.00196
473,45.1971,1396,0.000681547,0,9e+10,0,0,2.00196,2.00196
474,46.1796,1397,0.00330069,0,9e+10,0,0,2.00196,2.00196
475,47.1621,1398,0.0280678,0,9e+10,0,0,2.00711,1.99681
476,48.1431,1399,0.0936801,0,9e+10,0,0,2.03178,1.97101
477,49.1217,1400,0.214664,0,9e+10,0,0,2.01047,1.99172
478,50.1024,1401,0.371393,0,9e+10,0,0,2.00339,1.99962
479,51.0837,1402,0.530134,0,9e+10,0,0,2.00276,1.99944
480,52.0636,1403,0.687515,0,9e+10,0,0,2.02044,1.98244
481,53.0405,1404,0.817866,0,9e+10,0,0,2.04213,1.96007
482,54.019,1405,0.927408,0,9e+10,0,0,2.03226,1.97144
483,54.997,1406,1.02981,0,9e+10,0,0,2.06382,1.93936
484,55.9714,1407,1.12706,0,9e+10,0,0,2.08847,1.91448
485,56.9426,1408,1.23239,0,9e+10,0,0,2.11633,1.88662
486,57.9106,1409,1.3327,0,9e+10,0,0,2.15036,1.85289
487,58.8775,1410,1.40384,0,9e+10,0,0,2.17231,1.83064
488,59.8504,1411,1.44997,0,9e+10,0,0,2.14317,1.85977
489,60.8282,1412,1.49373,0,9e+10,0,0,2.06759,1.93633
490,61.8091,1413,1.53596,0,9e+10,0,0,2.01482,1.9891
491,62.7914,1414,1.56287,0,9e+10,0,0,2.00196,2.00196
492,63.774,1415,1.56942,0,9e+10,0,0,2.00196,2.00196
493,64.7565,1416,1.56942,0,9e+10,0,0,2.00196,2.00196
494,65.7391,1417,1.56942,0,9e+10,0,0,2.00196,2.00196
495,66.7216,1418,1.56942,0,9e+10,0,0,2.00196,2.00196
496,67.7041,1419,1.56942,0,9e+10,0,0,2.00196,2.00196
497,68.6867,1420,1.56942,0,9e+10,0,0,2.00196,2.00196
498,69.6692,1421,1.56942,0,9e+10,0,0,2.00196,2.00196
499,70.6518,1422,1.56942,0,9e+10,0,0,2.00196,2.00196
500,71.6343,1423,1.56942,0,9e+10,0,0,2.00196,2.00196
501,72.6169,1424,1.56942,0,9e+10,0,0,2.00196,2.00196
502,73.5994,1425,1.56942,0,9e+10,0,0,2.00196,2.00196
503,74.582,1426,1.56942,0,9e+10,0,0,2.00196,2.00196
504,75.5645,1427,1.56942,0,9e+10,0,0,2.00196,2.00196
505,76.547,1428,1.56942,0,9e+10,0,0,2.00196,2.00196
506,77.5296,1429,1.56942,0,9e+10,0,0,2.00196,2.00196
507,78.5121,1430,1.56942,0,9e+10,0,0,2.00196,2.00196
508,79.4947,1431,1.56942,0,9e+10,0,0,2.00196,2.00196
509,80.4772,1432,1.56942,0,9e+10,0,0,2.00196,2.00196
510,81.4598,1433,1.56942,0,9e+10,0,0,2.00196,2.00196
511,82.4423,1434,1.56942,0,9e+10,0,0,2.00196,2.00196
512,83.4249,1435,1.56942,0,9e+10,0,0,2.00196,2.00196
513,84.4074,1436,1.56942,0,9e+10,0,0,2.00196,2.00196
514,85.39,1437,1.56942,0,9e+10,0,0,2.00196,2.00196
515,86.3725,1438,1.56942,0,9e+10,0,0,2.00196,2.00196
516,87.355,1439,1.56942,0,9e+10,0,0,2.00196,2.00196
517,88.3376,1440,1.56942,0,9e+10,0,0,2.00196,2.00196
518,89.3201,1441,1.56942,0,9e+10,0,0,2.00196,2.00196
519,90.3027,1442,1.56942,0,9e+10,0,0,2.00196,2.00196
520,91.2852,1443,1.56942,0,9e+10,0,0,2.00196,2.00196
521,92.2678,1444,1.56942,0,9e+10,0,0,2.00196,2.00196
522,93.2503,1445,1.56942,0,9e+10,0,0,2.00196,2.00196
523,94.2329,1446,1.56942,0,9e+10,0,0,2.00196,2.00196
524,95.2154,1447,1.56942,0,9e+10,0,0,2.00196,2.00196
525,96.1979,1448,1.56942,0,9e+10,0,0,2.00196,2.00196
526,97.1805,1449,1.56942,0,9e+10,0,0,2.00196,2.00196
527,98.163,1450,1.56942,0,9e+10,0,0,2.00196,2.00196
528,99.1456,1451,1.56942,0,9e+10,0,0,2.00196,2.00196
529,100.128,1452,1.56942,0,9e+10,0,0,2.00196,2.00196
530,101.111,1453,1.56942,0,9e+10,0,0,2.00196,2.00196
531,102.093,1454,1.56959,0,9e+10,0,0,2.00196,2.00196
532,103.076,1455,1.57,0,9e+10,0,0,2.0023,2.00162
533,104.058,1456,1.57025,0,9e+10,0,0,2.00295,2.00097
534,105.041,1457,1.57048,0,9e+10,0,0,2.00238,2.00153
535,106.023,1458,-1.57068,0,9e+10,0,0,2.00196,2.00196
536,107.006,1459,-1.57046,0,9e+10,0,0,2.00196,2.00196
537,107.988,1460,-1.57046,0,9e+10,0,0,2.00196,2.00196
538,108.971,1461,-1.57046,0,9e+10,0,0,2.00196,2.00196
539,109.954,1462,-1.57046,0,9e+10,0,0,2.00196,2.00196
540,110.936,1463,-1.57046,0,9e+10,0,0,2.00196,2.00196
541,111.919,1464,-1.57046,0,9e+10,0,0,2.00196,2.00196
542,112.901,1465,-1.57046,0,9e+10,0,0,2.00196,2.00196
543,113.884,1466,-1.57046,0,9e+10,0,0,2.00196,2.00196
544,114.866,1467,-1.57046,0,9e+10,0,0,2.00196,2.00196
545,115.849,1468,-1.57046,0,9e+10,0,0,2.00196,2.00196
546,116.831,1469,-1.57046,0,9e+10,0,0,2.00196,2.00196
547,117.814,1470,-1.57046,0,9e+10,0,0,2.00196,2.00196
548,118.796,1471,-1.57046,0,9e+10,0,0,2.00196,2.00196
549,119.779,1472,-1.57046,0,9e+10,0,0,2.00196,2.00196
550,120.762,1473,-1.57046,0,9e+10,0,0,2.00196,2.00196
551,121.744,1474,-1.57046,0,9e+10,0,0,2.00196,2.00196
552,122.727,1475,-1.57046,0,9e+10,0,0,2.00196,2.00196
553,123.709,1476,-1.57046,0,9e+10,0,0,2.00196,2.00196
554,124.692,1477,-1.57046,0,9e+10,0,0,2.00196,2.00196
555,125.674,1478,-1.57046,0,9e+10,0,0,2.00196,2.00196
556,126.657,1479,-1.57046,0,9e+10,0,0,2.00196,2.00196
557,127.639,1480,-1.57046,0,9e+10,0,0,2.00196,2.00196
558,128.622,1481,-1.57046,0,9e+10,0,0,2.00196,2.00196
559,129.604,1482,-1.57046,0,9e+10,0,0,2.00196,2.00196
560,130.587,1483,-1.57046,0,9e+10,0,0,2.00196,2.00196
561,131.57,1484,-1.57046,0,9e+10,0,0,2.00196,2.00196
562,132.552,1485,-1.57046,0,9e+10,0,0,2.00196,2.00196
563,133.535,1486,-1.57046,0,9e+10,0,0,2.00196,2.00196
564,134.517,1487,-1.57046,0,9e+10,0,0,2.00196,2.00196
565,135.5,1488,-1.57046,0,9e+10,0,0,2.00196,2.00196
566,136.482,1489,-1.57046,0,9e+10,0,0,2.00196,2.00196
567,137.465,1490,-1.57046,0,9e+10,0,0,2.00196,2.00196
568,138.447,1491,-1.57046,0,9e+10,0,0,2.00196,2.00196
569,139.43,1492,-1.57046,0,9e+10,0,0,2.00196,2.00196
570,140.412,1493,-1.57046,0,9e+10,0,0,2.00196,2.00196
571,141.395,1494,-1.57046,0,9e+10,0,0,2.00196,2.00196
572,142.378,1495,-1.57046,0,9e+10,0,0,2.00196,2.00196
573,143.36,1496,-1.57046,0,9e+10,0,0,2.00196,2.00196
574,144.343,1497,-1.57046,0,9e+10,0,0,2.00196,2.00196
575,145.325,1498,-1.57046,0,9e+10,0,0,2.00196,2.00196
576,146.308,1499,-1.57046,0,9e+10,0,0,2.00196,2.00196
577,147.29,1500,-1.57046,0,9e+10,0,0,2.00196,2.00196
578,148.273,1501,-1.57046,0,9e+10,0,0,2.00196,2.00196
579,149.255,1502,-1.57046,0,9e+10,0,0,2.00196,2.00196
580,150.238,1503,-1.57046,0,9e+10,0,0,2.00196,2.00196
581,151.22,1504,-1.57046,0,9e+10,0,0,2.00196,2.00196
582,152.203,1505,-1.57046,0,9e+10,0,0,2.00196,2.00196
583,153.186,1506,-1.57046,0,9e+10,0,0,2.00196,2.00196
584,154.168,1507,-1.57046,0,9e+10,0,0,2.00196,2.00196
585,155.151,1508,-1.57046,0,9e+10,0,0,2.00196,2.00196
586,156.133,1509,-1.57046,0,9e+10,0,0,2.00196,2.00196
587,157.116,1510,-1.57046,0,9e+10,0,0,2.00196,2.00196
588,158.098,1511,-1.57046,0,9e+10,0,0,2.00196,2.00196
589,159.081,1512,-1.57046,0,9e+10,0,0,2.00196,2.00196
590,160.063,1513,-1.57046,0,9e+10,0,0,2.00196,2.00196
591,161.046,1514,-1.57046,0,9e+10,0,0,2.00196,2.00196
592,162.028,1515,-1.57046,0,9e+10,0,0,2.00196,2.00196
593,163.011,1516,-1.57046,0,9e+10,0,0,2.00196,2.00196
594,163.994,1517,-1.57046,0,9e+10,0,0,2.00196,2.00196
595,164.976,1518,-1.57046,0,9e+10,0,0,2.00196,2.00196
596,165.959,1519,-1.57046,0,9e+10,0,0,2.00196,2.00196
597,166.941,1520,-1.57046,0,9e+10,0,0,2.00196,2.00196
598,167.924,1521,-1.57046,0,9e+10,0,0,2.00196,2.00196
599,168.906,1522,-1.57046,0,9e+10,0,0,2.00196,2.00196
600,169.889,1523,-1.57046,0,9e+10,0,0,2.00196,2.00196
601,170.871,1524,-1.57046,0,9e+10,0,0,2.00196,2.00196
602,171.854,1525,-1.57046,0,9e+10,0,0,2.00196,2.00196
603,172.836,1526,-1.57046,0,9e+10,0,0,2.00196,2.00196
604,173.819,1527,-1.57046,0,9e+10,0,0,2.00196,2.00196
605,174.802,1528,-1.57046,0,9e+10,0,0,2.00196,2.00196
606,175.784,1529,-1.57046,0,9e+10,0,0,2.00196,2.00196
607,176.767,1530,-1.57046,0,9e+10,0,0,2.00196,2.00196
608,177.749,1531,-1.57046,0,9e+10,0,0,2.00196,2.00196
609,178.732,1532,-1.57046,0,9e+10,0,0,2.00196,2.00196
610,179.714,1533,-1.57046,0,9e+10,0,0,2.00196,2.00196
611,180.697,1534,-1.57046,0,9e+10,0,0,2.00196,2.00196
612,181.679,1535,-1.57046,0,9e+10,0,0,2.00196,2.00196
613,182.662,1536,-1.57046,0,9e+10,0,0,2.00196,2.00196
614,183.644,1537,-1.57046,0,9e+10,0,0,2.00196,2.00196
615,184.627,1538,-1.57046,0,9e+10,0,0,2.00196,2.00196
616,185.61,1539,-1.57046,0,9e+10,0,0,2.00196,2.00196
617,186.592,1540,-1.57046,0,9e+10,0,0,2.00196,2.00196
618,187.575,1541,-1.57046,0,9e+10,0,0,2.00196,2.00196
619,188.557,1542,-1.57046,0,9e+10,0,0,2.00196,2.00196
620,0,1695,3.14137,0,9e+10,0,0,2.00196,2.00196
621,0.977972,1696,-0.000227432,0,9e+10,0,0,2.00196,2.00196
622,1.95594,1697,-0.00022744,0,9e+10,0,0,2.00196,2.00196
623,2.93392,1698,-0.000227449,0,9e+10,0,0,2.00196,2.00196
624,3.91189,1699,-0.000227457,0,9e+10,0,0,2.00196,2.00196
625,4.88986,1700,-0.000227465,0,9e+10,0,0,2.00196,2.00196
626,5.86783,1701,-0.000227473,0,9e+10,0,0,2.00196,2.00196
627,6.8458,1702,-0.000227481,0,9e+10,0,0,2.00196,2.00196
628,7.82378,1703,-0.000227489,0,9e+10,0,0,2.00196,2.00196
629,8.80175,1704,-0.000227497,0,9e+10,0,0,2.00196,2.00196
630,9.77972,1705,-0.000227505,0,9e+10,0,0,2.00196,2.00196
631,10.7577,1706,-0.000227513,0,9e+10,0,0,2.00196,2.00196
632,11.7357,1707,-0.000227521,0,9e+10,0,0,2.00196,2.00196
633,12.7136,1708,-0.000227529,0,9e+10,0,0,2.00196,2.00196
634,13.6916,1709,-0.000227537,0,9e+10,0,0,2.00196,2.00196
635,14.6696,1710,-0.000227546,0,9e+10,0,0,2.00196,2.00196
636,15.6476,1711,-0.000227554,0,9e+10,0,0,2.00196,2.00196
637,16.6255,1712,-0.000227562,0,9e+10,0,0,2.00196,2.00196
638,17.6035,1713,-0.00022757,0,9e+10,0,0,2.00196,2.00196
639,18.5815,1714,-0.000227578,0,9e+10,0,0,2.00196,2.00196
640,19.5594,1715,-0.000227586,0,9e+10,0,0,2.00196,2.00196
641,20.5374,1716,-0.000227594,0,9e+10,0,0,2.00196,2.00196
642,21.5154,1717,-0.000227602,0,9e+10,0,0,2.00196,2.00196
643,22.4934,1718,-0.00022761,0,9e+10,0,0,2.00196,2.00196
644,23.4713,1719,-0.000227618,0,9e+10,0,0,2.00196,2.00196
645,24.4493,1720,-0.000227626,0,9e+10,0,0,2.00196,2.00196
646,25.4273,1721,-0.000227634,0,9e+10,0,0,2.00196,2.00196
647,26.4052,1722,-0.000227643,0,9e+10,0,0,2.00196,2.00196
648,27.3832,1723,-0.000227651,0,9e+10,0,0,2.00196,2.00196
649,28.3612,1724,-0.000227659,0,9e+10,0,0,2.00196,2.00196
650,29.3392,1725,-0.000227667,0,9e+10,0,0,2.00196,2.00196
651,30.3171,1726,-0.000227675,0,9e+10,0,0,2.00196,2.00196
652,31.2951,1727,-0.000227683,0,9e+10,0,0,2.00196,2.00196
653,32.2731,1728,-0.000227691,0,9e+10,0,0,2.00196,2.00196
654,33.251,1729,-0.000227699,0,9e+10,0,0,2.00196,2.00196
655,34.229,1730,-0.000227707,0,9e+10,0,0,2.00196,2.00196
656,35.207,1731,-0.000227715,0,9e+10,0,0,2.00196,2.00196
657,36.185,1732,-0.000227723,0,9e+10,0,0,2.00196,2.00196
658,37.1629,1733,-0.000227731,0,9e+10,0,0,2.00196,2.00196
659,38.1409,1734,-0.00022774,0,9e+10,0,0,2.00196,2.00196
660,39.1189,1735,-0.000227748,0,9e+10,0,0,2.00196,2.00196
661,40.0968,1736,-0.000227756,0,9e+10,0,0,2.00196,2.00196
662,41.0748,1737,-0.000227764,0,9e+10,0,0,2.00196,2.00196
663,42.0528,1738,-0.000227772,0,9e+10,0,0,2.00196,2.00196
664,43.0308,1739,-0.00022778,0,9e+10,0,0,2.00196,2.00196
665,44.0087,1740,-0.000227788,0,9e+10,0,0,2.00196,2.00196
666,44.9867,1741,-0.000227796,0,9e+10,0,0,2.00196,2.00196
667,45.9647,1742,-0.000227804,0,9e+10,0,0,2.00196,2.00196
668,46.9427,1743,-0.000227812,0,9e+10,0,0,2.00196,2.00196
669,47.9206,1744,-0.00022782,0,9e+10,0,0,2.00196,2.00196
670,48.8986,1745,-0.000227828,0,9e+10,0,0,2.00196,2.00196
671,49.8766,1746,-0.000230801,0,9e+10,0,0,2.00196,2.00196
672,50.8545,1747,-0.000400211,0,9e+10,0,0,2.00196,2.00197
673,51.8325,1748,-0.000745068,0,9e+10,0,0,2.00163,2.0023
674,52.8105,1749,-0.00101344,0,9e+10,0,0,2.00145,2.00248
675,53.7885,1750,-0.0013279,0,9e+10,0,0,2.00193,2.002
676,54.7664,1751,-0.00157126,0,9e+10,0,0,2.00196,2.00196
677,55.7444,1752,-0.00159013,0,9e+10,0,0,2.00196,2.00196
678,56.7224,1753,-0.00159013,0,9e+10,0,0,2.00196,2.00196
679,57.7003,1754,-0.00159014,0,9e+10,0,0,2.00196,2.00196
680,58.6783,1755,-0.00159015,0,9e+10,0,0,2.00196,2.00196
681,59.6563,1756,-0.00159016,0,9e+10,0,0,2.00196,2.00196
682,60.6343,1757,-0.00159017,0,9e+10,0,0,2.00196,2.00196
683,61.6122,1758,-0.00159017,0,9e+10,0,0,2.00196,2.00196
684,62.5902,1759,-0.00159018,0,9e+10,0,0,2.00196,2.00196
685,63.5682,1760,-0.00159019,0,9e+10,0,0,2.00196,2.00196
686,64.5461,1761,-0.0015902,0,9e+10,0,0,2.00196,2.00196
687,65.5241,1762,-0.00159021,0,9e+10,0,0,2.00196,2.00196
688,66.5021,1763,-0.00159021,0,9e+10,0,0,2.00196,2.00196
689,67.4801,1764,-0.00159022,0,9e+10,0,0,2.00196,2.00196
690,68.458,1765,-0.00159023,0,9e+10,0,0,2.00196,2.00196
691,69.436,1766,-0.00159024,0,9e+10,0,0,2.00196,2.00196
692,70.414,1767,-0.00159025,0,9e+10,0,0,2.00196,2.00196
693,71.392,1768,-0.00159025,0,9e+10,0,0,2.00196,2.00196
694,72.3699,1769,-0.00159026,0,9e+10,0,0,2.00196,2.00196
695,73.3479,1770,-0.00159027,0,9e+10,0,0,2.00196,2.00196
696,74.3259,1771,-0.00159028,0,9e+10,0,0,2.00196,2.00196
697,75.3038,1772,-0.00159029,0,9e+10,0,0,2.00196,2.00196
698,76.2818,1773,-0.0015903,0,9e+10,0,0,2.00196,2.00196
699,77.2598,1774,-0.0015903,0,9e+10,0,0,2.00196,2.00196
700,78.2378,1775,-0.00159031,0,9e+10,0,0,2.00196,2.00196
701,79.2157,1776,-0.00159032,0,9e+10,0,0,2.00196,2.00196
702,80.1937,1777,-0.00159033,0,9e+10,0,0,2.00196,2.00196
703,81.1717,1778,-0.00159034,0,9e+10,0,0,2.00196,2.00196
704,82.1496,1779,-0.00159034,0,9e+10,0,0,2.00196,2.00196
705,83.1276,1780,-0.00159035,0,9e+10,0,0,2.00196,2.00196
706,84.1056,1781,-0.00159036,0,9e+10,0,0,2.00196,2.00196
707,85.0836,1782,-0.00159037,0,9e+10,0,0,2.00196,2.00196
708,86.0615,1783,-0.00159038,0,9e+10,0,0,2.00196,2.00196
709,87.0395,1784,-0.00159038,0,9e+10,0,0,2.00196,2.00196
710,88.0175,1785,-0.00159039,0,9e+10,0,0,2.00196,2.00196
711,88.9954,1786,-0.0015904,0,9e+10,0,0,2.00196,2.00196
712,89.9734,1787,-0.00159041,0,9e+10,0,0,2.00196,2.00196
713,90.9514,1788,-0.00159042,0,9e+10,0,0,2.00196,2.00196
714,91.9294,1789,-0.00159042,0,9e+10,0,0,2.00196,2.00196
715,92.9073,1790,-0.00159043,0,9e+10,0,0,2.00196,2.00196
716,93.8853,1791,-0.00159044,0,9e+10,0,0,2.00196,2.00196
717,94.8633,1792,-0.00159045,0,9e+10,0,0,2.00196,2.00196
718,95.8412,1793,-0.00519753,0,9e+10,0,0,2.00196,2.00196
719,96.8191,1794,-0.0269897,0,9e+10,0,0,1.99491,2.00902
720,97.7959,1795,-0.066231,0,9e+10,0,0,1.95235,2.05158
721,98.7702,1796,-0.109568,0,9e+10,0,0,1.87782,2.12382
722,99.7399,1797,-0.156051,0,9e+10,0,0,1.8387,2.16294
723,100.703,1798,-0.222473,0,9e+10,0,0,1.85162,2.15003
724,101.666,1799,-0.316781,0,9e+10,0,0,1.88217,2.11947
725,102.633,1800,-0.424014,0,9e+10,0,0,1.91235,2.08929
726,103.602,1801,-0.532031,0,9e+10,0,0,1.93336,2.06828
727,104.573,1802,-0.637006,0,9e+10,0,0,1.95417,2.04747
728,105.546,1803,-0.742041,0,9e+10,0,0,1.96993,2.03171
729,106.521,1804,-0.846137,0,9e+10,0,0,1.98701,2.01496
730,107.497,1805,-0.940243,0,9e+10,0,0,1.99195,2.01082
731,108.475,1806,-1.02733,0,9e+10,0,0,2.00128,2.00128
732,109.452,1807,-1.11381,0,9e+10,0,0,2.0007,2.00187
733,110.43,1808,-1.19799,0,9e+10,0,0,2.00128,2.00128
734,111.407,1809,-1.28369,0,9e+10,0,0,2.00128,2.00128
735,112.385,1810,-1.36852,0,9e+10,0,0,1.99334,2.00937
736,113.361,1811,-1.45165,0,9e+10,0,0,1.99251,2.01006
737,114.338,1812,-1.51982,0,9e+10,0,0,1.9856,2.01704
738,115.315,1813,-1.55731,0,9e+10,0,0,1.99934,2.00458
739,116.293,1814,-1.57014,0,9e+10,0,0,2.00196,2.00196
740,117.271,1815,1.57011,0,9e+10,0,0,2.00196,2.00196
741,118.249,1816,1.57011,0,9e+10,0,0,2.00196,2.00196
742,119.227,1817,1.57011,0,9e+10,0,0,2.00196,2.00196
743,120.205,1818,1.57011,0,9e+10,0,0,2.00196,2.00196
744,121.183,1819,1.57011,0,9e+10,0,0,2.00196,2.00196
745,122.161,1820,1.57011,0,9e+10,0,0,2.00196,2.00196
746,123.139,1821,1.57011,0,9e+10,0,0,2.00196,2.00196
747,124.117,1822,1.57011,0,9e+10,0,0,2.00196,2.00196
748,125.095,1823,1.57011,0,9e+10,0,0,2.00196,2.00196
749,126.073,1824,1.57011,0,9e+10,0,0,2.00196,2.00196
750,127.051,1825,1.57011,0,9e+10,0,0,2.00196,2.00196
751,128.029,1826,1.57011,0,9e+10,0,0,2.00196,2.00196
752,129.007,1827,1.57011,0,9e+10,0,0,2.00196,2.00196
753,129.985,1828,1.57011,0,9e+10,0,0,2.00196,2.00196
754,130.963,1829,1.57011,0,9e+10,0,0,2.00196,2.00196
755,131.941,1830,1.57011,0,9e+10,0,0,2.00196,2.00196
756,132.919,1831,1.57011,0,9e+10,0,0,2.00196,2.00196
757,133.897,1832,1.57011,0,9e+10,0,0,2.00196,2.00196
758,134.875,1833,1.57011,0,9e+10,0,0,2.00196,2.00196
759,135.853,1834,1.57011,0,9e+10,0,0,2.00196,2.00196
760,136.831,1835,1.57011,0,9e+10,0,0,2.00196,2.00196
761,137.809,1836,1.57011,0,9e+10,0,0,2.00196,2.00196
